year,tic,at,revt,xlr,xpr,sic
2020,DRETF,2888.88,247.563,3.577,0,6798
2020,DRETF,2888.88,332.766,0,0,6798
2021,DRETF,3065.56,286.959,3.254,0,6798
2021,DRETF,3065.56,305.421,0,0,6798
2017,PRDO,447.096,596.4349999999999,0,2.8,8200
2018,PRDO,482.493,581.296,0,2.7,8200
2019,PRDO,599.146,627.704,0,2.6,8200
2020,PRDO,721.5170000000001,687.314,0,3,8200
2021,PRDO,847.433,693.034,0,3,8200
2017,EGTYF,3.932,.854,1.313,0,3674
2018,EGTYF,3.53,2.836,1.5,0,3674
2019,EGTYF,4.552,3.428,2.873,0,3674
2020,EGTYF,3.792,7.952,2.358,0,3674
2021,EGTYF,14.914,7.175,2.813,0,3674
2017,MVCO,,,0,0,6726
2018,MVCO,,,0,0,6726
2019,MVCO,,,0,0,6726
2020,MVCO,,,0,0,6726
2021,MVCO,,,0,0,6726
2017,MRCY,815.745,408.588,0,3.751,3674
2018,MRCY,1064.48,493.184,0,4.517,3674
2019,MRCY,1416.977,654.744,0,5.34,3674
2020,MRCY,1610.72,796.61,0,7.191,3674
2021,MRCY,1955.137,923.996,0,9.837999999999999,3674
2017,PFIS,2169.031,89.15000000000001,26.67,1.187,6020
2017,PFIS,2169.031,89.15000000000001,26.67,1.187,6020
2018,PFIS,2288.993,97.661,28.407,1.135,6020
2018,PFIS,2288.993,97.661,28.407,1.135,6020
2019,PFIS,2475.327,108.501,31.374,1.206,6020
2019,PFIS,2475.327,108.501,31.374,1.206,6020
2020,PFIS,2883.802,110.767,30.135,1.203,6020
2020,PFIS,2883.802,110.767,30.135,1.203,6020
2021,PFIS,3369.483,119.693,29.736,1.12,6020
2021,PFIS,3369.483,119.693,29.736,1.12,6020
2017,WTSHF,857.249,330.031,130.313,5.211,4400
2017,WTSHF,857.249,330.031,130.313,5.211,4400
2018,WTSHF,842.822,363.369,133.342,3.454,4400
2018,WTSHF,842.822,363.369,133.342,3.454,4400
2019,WTSHF,1207.307,395.422,96.789,3.157,4400
2019,WTSHF,1207.307,396.442,96.789,3.157,4400
2020,WTSHF,1251.4,368.41,93.509,5.609,4400
2020,WTSHF,1251.4,370.109,93.509,5.609,4400
2021,WTSHF,1296.852,340.471,90.70399999999999,15.179,4400
2021,WTSHF,1296.852,341.817,90.70399999999999,7.252,4400
2017,GPLDF,121.88,63.746,0,0,1044
2018,GPLDF,112.776,59.434,0,0,1044
2019,GPLDF,270.742,198.653,0,0,1044
2020,GPLDF,280.42,260.805,0,0,1044
2021,GPLDF,264.043,185.678,0,0,1044
2017,ZTSTF,1.784,3.755,1.581,0,3825
2018,ZTSTF,2.226,3.686,2.219,0,3825
2019,ZTSTF,2.268,4.399,1.806,0,3825
2020,ZTSTF,1.807,3.889,1.488,0,3825
2021,ZTSTF,3.121,4.009,1.382,0,3825
2017,ATUSF,534.202,29.895,3.845,0,1000
2018,ATUSF,558.981,41.635,4.515,0,1000
2019,ATUSF,566.874,45.204,6.198,0,1000
2020,ATUSF,589.61,50.997,5.357,0,1000
2021,ATUSF,721.401,63.666,5.349,0,1000
2017,PWR,6480.154,9466.477999999999,0,198.8,1731
2018,PWR,7075.787,11171.423,0,335.391,1731
2019,PWR,8331.682000000001,12160.953,0,377.997,1731
2020,PWR,8398.272000000001,11202.672,0,357.778,1731
2021,PWR,12855.189,12980.213,0,398.496,1731
2017,COFS,646.544,28.944,10.249,.189,6020
2017,COFS,646.544,28.944,10.249,.189,6020
2018,COFS,670.544,31.445,10.997,.207,6020
2018,COFS,670.544,31.445,10.997,.207,6020
2019,COFS,1386.128,41.641,14.401,.233,6020
2019,COFS,1386.128,41.641,14.401,.233,6020
2020,COFS,1919.342,78.413,26.539,.465,6020
2020,COFS,1919.342,78.413,26.539,.465,6020
2021,COFS,2366.682,83.812,29.3,.627,6020
2021,COFS,2366.682,83.812,29.3,.627,6020
2017,MACQF,74.959,0,0,0,1000
2018,MACQF,78.261,0,0,0,1000
2019,MACQF,80.527,0,0,0,1000
2020,MACQF,84.94199999999999,0,0,0,1000
2021,MACQF,78.283,0,0,0,1000
2017,CBAN,1232.755,55.651,19.223,.6870000000000001,6020
2017,CBAN,1232.755,55.651,19.223,.6870000000000001,6020
2018,CBAN,1251.878,58.643,20.123,.71,6020
2018,CBAN,1251.878,58.643,20.123,.71,6020
2019,CBAN,1515.313,75.245,26.218,.674,6020
2019,CBAN,1515.313,75.245,26.218,.674,6020
2020,CBAN,1763.974,86.343,34.141,1.1,6020
2020,CBAN,1763.974,86.343,34.141,1.1,6020
2021,CBAN,2691.715,106.876,45.596,1.4,6020
2021,CBAN,2691.715,106.876,45.596,1.4,6020
2017,ABK.A,,,0,0,6726
2017,VYBE,,,0,0,7359
2017,VYBE,,,0,0,7359
2018,VYBE,,,0,0,7359
2018,VYBE,,,0,0,7359
2019,VYBE,,,0,0,7359
2019,VYBE,,,0,0,7359
2020,VYBE,.247,.021,0,0,7359
2021,VYBE,.18,.339,0,0,7359
2017,WARGF,6.201,0,0,0,1040
2018,WARGF,5.99,0,0,0,1040
2019,WARGF,5.281,0,0,0,1040
2020,WARGF,5.679,0,0,0,1040
2021,WARGF,5.898,0,0,0,1040
2017,MUH,,,0,0,6726
2018,MUH,,,0,0,6726
2019,MUH,,,0,0,6726
2020,MUH,,,0,0,6726
2017,QUTIF,23.538,19.458,2.966,0,3533
2018,QUTIF,30.942,23.473,3.407,0,3533
2019,QUTIF,42.11,30.194,4.693,0,3533
2020,QUTIF,38.015,9.211,3.247,0,3533
2021,QUTIF,35.048,5.504,2.747,0,3533
2017,CNXN,747.851,2911.883,235.3,2.396,5961
2018,CNXN,805.355,2699.489,249.2,2.538,5961
2019,CNXN,937.335,2820.034,257.8,2.778,5961
2020,CNXN,1015.373,2590.29,256.6,5.656,5961
2021,CNXN,1083.383,2892.595,277.8,5.951,5961
2017,SRDX,136.593,73.11199999999999,0,.7,6794
2018,SRDX,164.135,81.336,0,.7,6794
2019,SRDX,159.865,100.077,0,.9,6794
2020,SRDX,168.763,94.864,0,1,6794
2021,SRDX,194.592,105.136,0,1.1,6794
2017,XEL5,15967.626,4042.509,0,41.816,4931
2018,XEL5,17291.5,4086.2,0,51.1,4931
2019,XEL5,19007.5,4237.2,0,44.9,4931
2020,XEL5,20365,4183,0,45,4931
2021,XEL5,21922,4815,0,42,4931
2017,FUSB,625.581,35.766,17.374,.4,6020
2017,FUSB,625.581,35.766,17.374,.4,6020
2018,FUSB,791.939,41.699,18.771,.5,6020
2018,FUSB,791.939,41.699,18.771,.5,6020
2019,FUSB,788.7380000000001,48.954,20.352,.5,6020
2019,FUSB,788.7380000000001,48.954,20.352,.5,6020
2020,FUSB,890.511,45.387,20.536,.5,6020
2020,FUSB,890.511,45.387,20.536,.5,6020
2021,FUSB,958.302,43.442,19.157,.5,6020
2021,FUSB,958.302,43.442,19.157,.5,6020
2017,WDR,1384.362,1172.833,181.376,-7.028,6282
2017,WDR,1384.362,1172.833,181.376,-7.028,6282
2018,WDR,1344.079,1183.006,263.329,-11.035,6282
2018,WDR,1344.079,1183.006,263.329,-11.035,6282
2019,WDR,1266.328,1089.201,254.534,17.048,6282
2019,WDR,1266.328,1089.201,254.534,17.048,6282
2020,WDR,1153.831,1065.042,278.711,6.955,6282
2020,WDR,1153.831,1065.042,278.711,6.955,6282
2017,CIX,150.959,112.035,0,2.4,3420
2018,CIX,166.429,118.217,0,3,3420
2019,CIX,178.544,124.243,0,3.2,3420
2020,CIX,184.045,114.537,0,3,3420
2021,CIX,192.452,140.815,0,3.7,3420
2017,MUC,,,0,0,6726
2018,MUC,,,0,0,6726
2019,MUC,,,0,0,6726
2020,MUC,,,0,0,6726
2021,MUC,,,0,0,6726
2017,SSCFF,1.878,.774,.523,0,3690
2018,SSCFF,1.942,.711,.6850000000000001,0,3690
2017,BDMS,17.407,60.713,37.522,.174,8000
2017,UNS1,4590.249,1340.935,0,17,4911
2018,UNS1,5159.207,1432.618,0,17,4911
2019,UNS1,5489.157,1418.338,0,19,4911
2020,UNS1,6090.127,1424.741,0,16,4911
2021,UNS1,6321.74,1592.586,0,16,4911
2017,UBSBF,1.618,0,.116,0,9995
2018,UBSBF,.758,0,.116,0,9995
2019,UBSBF,.163,0,.075,0,9995
2020,UBSBF,.035,0,.063,0,9995
2021,UBSBF,.131,0,.265,0,9995
2017,ANH,5765.541,142.67,0,0,6798
2017,ANH,5765.541,150.196,0,0,6798
2018,ANH,5037.906,138.119,0,0,6798
2018,ANH,5037.906,122.322,0,0,6798
2019,ANH,4938.631,163.461,0,0,6798
2019,ANH,4938.631,76.643,0,0,6798
2020,ANH,2384.49,33.299,0,0,6798
2020,ANH,2384.49,-44.621,0,0,6798
2017,CAPC,10.433,36.753,1.612,0,3640
2018,CAPC,6.493,12.83,1.503,0,3640
2019,CAPC,5.834,12.404,1.554,0,3640
2020,CAPC,3.841,2.77,1.516,0,3640
2021,CAPC,4.073,.6860000000000001,1.277,0,3640
2017,OSPN,337.622,193.291,0,1.622,3669
2018,OSPN,352.826,212.28,0,1.471,3669
2019,OSPN,384.57,254.57,0,1.434,3669
2020,OSPN,375.203,215.691,0,1.644,3669
2021,OSPN,342.271,214.481,0,1.626,3669
2017,INO,187.239,42.22,0,.822,3845
2018,INO,131.113,30.483,0,1.2,3845
2019,INO,143.952,4.113,0,1.2,3845
2020,INO,539.772,7.411,0,1.1,3845
2021,INO,495.941,1.775,0,1.5,3845
2017,FHI,1231.41,1102.924,289.215,5,6282
2017,FHI,1231.41,1118.19,289.215,5,6282
2018,FHI,1543.683,1135.677,354.765,5.7,6282
2018,FHI,1543.683,1136.456,354.765,5.7,6282
2019,FHI,1880.131,1326.894,442.147,6.6,6282
2019,FHI,1880.131,1349.275,442.147,6.6,6282
2020,FHI,2060.839,1448.268,503.4,6.8,6282
2020,FHI,2060.839,1471.352,503.4,6.8,6282
2021,FHI,2018.187,1300.447,532.492,14.4,6282
2021,FHI,2018.187,1312.25,532.492,14.4,6282
2019,HLMN,,,0,0,3452
2020,HLMN,,,0,0,3452
2021,HLMN,2562.922,1425.967,0,4.218,3452
2017,TPB,282.277,266.131,0,1.092,2100
2018,TPB,339.377,312.848,0,1.4,2100
2019,TPB,446.584,341.737,0,1.626,2100
2020,TPB,489.333,382.114,0,2.72,2100
2021,TPB,601.5599999999999,418.118,0,1.6,2100
2017,RENX,16617.671,9950.58,3075.142,148.819,2721
2017,BAYRY,90269.591,42095.033,11454.562,735.746,2800
2018,BAYRY,144583.392,45321.916,13221.277,659.461,2800
2019,BAYRY,141684.541,48865.445,13228.289,723.808,2800
2020,BAYRY,141085.61,49902.98,11775.416,720.821,2800
2021,BAYRY,136753.182,50134.455,13418.169,516.346,2800
2017,BZLFY,7021.01,11609.1,1082.861,40.316,5110
2018,BZLFY,7081.249,11571.695,1095.305,43.206,5110
2019,BZLFY,7840.448,12352.281,1157.261,41.586,5110
2020,BZLFY,9170.518,13577.185,1278.211,39.344,5110
2021,BZLFY,9633.203,13927.054,1265.813,40.894,5110
2017,DLAKY,43600.187,43495.596,11163.629,851.158,4512
2018,DLAKY,43749.972,41548.334,11491.337,1155.202,4512
2019,DLAKY,47871.191,41466.894,11583.17,1286.021,4512
2020,DLAKY,47593.461,16834.421,8412.388999999999,1256.012,4512
2021,DLAKY,48379.561,19593.848,7741.776,908.723,4512
2017,TATYY,3606.342,3801.317,471.307,30.859,2060
2018,TATYY,3637.324,3587.837,434.968,0,2060
2019,TATYY,3549.495,3588.09,439.485,0,2060
2020,TATYY,4099.738,3866.923,478.027,0,2060
2021,TATYY,4273.44,1807.438,358.859,0,2060
2017,SSLZY,13706,3172,0,11,1311
2018,SSLZY,17134,3773,0,12,1311
2019,SSLZY,16509,4186,0,10,1311
2020,SSLZY,17656,3512,0,13,1311
2021,SSLZY,30009,4837,0,22,1311
2017,AMCR,9083.299999999999,9101,1898,34.8,2670
2018,AMCR,9046.700000000001,9319.1,1920.9,52.7,2670
2019,AMCR,17165,9458.200000000001,0,39.9,2670
2020,AMCR,16442.1,12467.5,0,63.5,2670
2021,AMCR,17188,12861,0,68,2670
2017,ATEYY,2396.977,1951.252,0,573.842,3825
2018,ATEYY,2748.734,2549.072,0,635.4,3825
2019,ATEYY,3306.403,2564.013,0,669.6130000000001,3825
2020,ATEYY,3821.275,2828.057,0,712.265,3825
2021,ATEYY,4073.752,3433.121,0,717.742,3825
2017,RELX,16617.671,9950.58,3075.142,148.819,2721
2018,RELX,17841.726,9548.554,2995.075,192.45,2721
2019,RELX,18262.152,10428.326,3308.351,174.821,2721
2020,RELX,18993.906,9547.308000000001,3430.854,181.278,2721
2021,RELX,18765.118,9809.1,3451.601,192.282,2721
2017,SPMYY,517.6,454.8,207.4,6.6,3825
2018,SPMYY,512.7,476.9,208.9,10.6,3825
2019,SPMYY,604.7,503.6,220.5,6.9,3825
2020,SPMYY,649.8,522.4,232.6,7.4,3825
2021,SPMYY,691.3,576,265.6,7.6,3825
2017,ESALY,9877.880999999999,5650.226,0,0,2834
2018,ESALY,9670.114,5801.365,0,0,2834
2019,ESALY,9870.966,6464.733,0,0,2834
2020,ESALY,9855.228999999999,5840.233,0,0,2834
2021,ESALY,10205.586,6227.415,0,0,2834
2017,JMHLY,82814,40255,3692,186,9997
2018,JMHLY,86258,43315,3963,189,9997
2019,JMHLY,97028,43194,4032,217,9997
2020,JMHLY,93526,33993,3660,187,9997
2021,JMHLY,91489,37744,3597,189,9997
2017,SSL,30470.804,13168.379,2035.211,0,2890
2018,SSL,32032.152,13233.432,2074.631,0,2890
2019,SSL,33271.051,14412.018,2173.809,0,2890
2020,SSL,27619.166,10972.86,1744.549,0,2890
2021,SSL,25275.069,14146.607,2219.835,0,2890
2017,JHX,2351,2054.5,0,0,3270
2018,JHX,4032.6,2506.6,0,10.6,3270
2019,JHX,4028.3,2606.8,0,11.1,3270
2020,JHX,4089,2908.7,0,11.1,3270
2021,JHX,4243.2,3614.7,0,14.1,3270
2017,PSO,10671.675,6105.638,2441.985,96.056,2731
2018,PSO,10074.923,5262.411,2086.357,84.117,2731
2019,PSO,10131.66,5124.104,1923.029,75.491,2731
2020,PSO,10005.203,4561.492,1795.324,71.16800000000001,2731
2021,PSO,9943.156000000001,4641.855,1848.347,78.538,2731
2017,LRLCY,42484.666,31285.692,6532.154,760.151,2844
2018,LRLCY,44029.899,30840.564,6450.353,711.897,2844
2019,LRLCY,49162.599,33523.637,6880.214,761.288,2844
2020,LRLCY,52563.147,33741.285,7382.025,834.3680000000001,2844
2021,LRLCY,48920.246,36721.518,7359.748,870.85,2844
2017,EONGY,67263.09,45641.523,3801.356,405.142,9997
2018,EONGY,62195.417,33848.897,2816.448,119.069,9997
2019,EONGY,110609.058,46012.856,4602.071,449.995,9997
2020,EONGY,114975.744,73461.04399999999,7070.794,682.248,9997
2021,EONGY,136204.991,87981.243,6638.57,669.885,9997
2017,CTTAY,45010.969,52908.221,12848.272,489.175,3714
2018,CTTAY,46305.841,50838.491,12737.329,460.249,3714
2019,CTTAY,47769.297,49912.89,13185.646,470.643,3714
2020,CTTAY,47779.09,45469.932,14185.826,539.5309999999999,3714
2021,CTTAY,40762.664,38402.03,10732.715,543.9829999999999,3714
2017,FERG,12540.159,20089.59,2823.944,-2.639,5070
2018,FERG,10149,20752,2913,87,5070
2019,FERG,11386,22010,3163,97,5070
2020,FERG,13456,21819,3137,81,5070
2021,FERG,13485,22792,3019,79,5070
2017,SHCAY,17972.316,22855.659,944.143,190.734,3651
2018,SHCAY,16843.184,21659.858,971.136,172.443,3651
2019,SHCAY,17028.88,21107.775,1027.244,413.68,3651
2020,SHCAY,17424.86,21933.671,973.255,190.331,3651
2021,SHCAY,16109.75,20550.818,0,0,3651
2017,WDS,,,0,0,1311
2018,WDS,,,0,0,1311
2019,WDS,,,0,0,1311
2020,WDS,24623,3600,300,29,1311
2021,WDS,26474,6962,256,27,1311
2020,TAK,116745.464,28912.761,0,379.839,2834
2021,TAK,108519.133,29390.265,0,450.644,2834
2017,VWAGY,507560.425,279779.592,46825.69,5043.229,3711
2018,VWAGY,524541.7,272751.243,47121.695,5087.925,3711
2019,VWAGY,547704.823,285873.793,48156.225,5340.468,3711
2020,VWAGY,599214.2560000001,272127.944,48837.419,6274.034,3711
2021,VWAGY,601200.612,287351.03,49674.975,6175.678,3711
2017,KGFHY,14682.393,16538.445,2464.803,51.084,5211
2018,KGFHY,13138,15351.753,2312.288,47.297,5211
2019,KGFHY,14922.79,15187.951,2334.984,52.768,5211
2020,KGFHY,16828.16,16929.659,2593.696,56.236,5211
2021,KGFHY,16577.619,17692.904,2749.963,69.789,5211
2017,NLSN,16866,6572,0,55,8700
2018,NLSN,15179,6515,0,61,8700
2019,NLSN,14319,6498,0,221,8700
2020,NLSN,14135,6290,0,51,8700
2021,NLSN,10820,3500,0,34,8700
2017,RWEOY,83022.73,51559.954,5655.149,0,4911
2018,RWEOY,91715.45600000001,15562.593,2169.581,0,4911
2019,RWEOY,72035.151,15245.974,2834.633,0,4911
2020,RWEOY,74333.74400000001,17265.949,2850.738,0,4911
2021,RWEOY,161851.686,29522.701,2845.589,0,4911
2017,SEOAY,14149.894,12167.466,1600.128,199.565,2621
2018,SEOAY,14710.789,12021.425,1522.714,194.633,2621
2019,SEOAY,16892.216,11359.855,1126.671,186.282,2621
2020,SEOAY,21011.083,10360.293,1164.403,183.219,2621
2021,SEOAY,21638.759,11654.177,1156.66,187.659,2621
2017,CKHUY,140827.232,31265.36,4297.051,251.126,9997
2018,CKHUY,157345.31,34612.816,4657.878,288.963,9997
2019,CKHUY,155468.841,37561.297,4873.165,254.07,9997
2020,CKHUY,161838.255,33638.626,4578.724,248.705,9997
2021,CKHUY,155630.061,35535.346,4804.358,277.396,9997
2017,AIQUY,49323.02,24463.928,4975.064,127.193,2810
2018,AIQUY,48063.488,24055.558,4746.516,130.175,2810
2019,AIQUY,49001.79,24598.357,4949.836,132.53,2810
2020,AIQUY,50598.609,24692.573,5110.596,140.066,2810
2021,AIQUY,53207.623,26539.268,4962.038,147.625,2810
2017,SNY,120010.817,43524.449,11205.706,0,2834
2018,SNY,127550.751,40846.512,10612.056,0,2834
2019,SNY,126510.387,42228.856,10255.628,0,2834
2020,SNY,138051.653,45044.07,10940.083,0,2834
2021,SNY,136754.319,44554.736,10622.622,0,2834
2021,STLA,195354,169938,19677,2308,3711
2017,PUBGY,28588.316,11649.318,7185.549,167.106,7311
2018,PUBGY,31003.827,11392.876,6579.726,160.286,7311
2019,PUBGY,36649.364,12345.132,6815.015,170.572,7311
2020,PUBGY,36355.647,13003.704,7524.019,184.424,7311
2021,PUBGY,37356.601,13349.929,7550.705,218.367,7311
2017,NVS,133079,49109,0,0,2834
2018,NVS,145563,51900,0,0,2834
2019,NVS,118370,47498,0,0,2834
2020,NVS,132059,48659,0,0,2834
2021,NVS,131795,51626,0,0,2834
2017,SNN,7866,4765,1430,54,3842
2018,SNN,8059,4904,1606,65,3842
2019,SNN,9299,5138,1736,76,3842
2020,SNN,11012,4560,1686,78,3842
2021,SNN,10920,5212,1919,93,3842
2017,WTKWY,10201.869,5316.128,2154.342,91.367,8111
2018,WTKWY,9536.996999999999,4877.264,1979.528,90.447,8111
2019,WTKWY,9847.153,5175.507,2077.16,97.63,8111
2020,WTKWY,10104.751,5548.392,2289.028,113.306,8111
2021,WTKWY,10267.777,5426.181,2249.63,102.359,8111
2017,AFLYY,29343.298,30997.525,9165.572,3266.377,4512
2018,AFLYY,33267.289,30356.96,8883.261,1033.843,4512
2019,AFLYY,34490.285,30511.025,9133.445,1108.716,4512
2020,AFLYY,36415.916,13365.32,6388.546,707.562,4512
2021,AFLYY,34896.565,16280.818,6076.731,1973.26,4512
2017,UPMMY,15709.147,12133.805,1520.783,0,2621
2018,UPMMY,16023.987,12101.568,1365.863,0,2621
2019,UPMMY,16520.773,11597.758,1363.453,0,2621
2020,UPMMY,17909.625,10482.037,1430.793,0,2621
2021,UPMMY,20103.369,11450.595,1244.234,0,2621
2017,TRMD,1646.575,656.991,43.8,3.1,4412
2018,TRMD,1714.4,635.366,46.2,3.3,4412
2019,TRMD,2003.881,692.61,45.8,3.5,4412
2020,TRMD,1998.643,747.356,50.7,3.3,4412
2021,TRMD,2330.999,619.532,52.1,3.6,4412
2017,SDXAY,17691.136,24618.201,11917.788,581.617,5812
2018,SDXAY,17737.154,23688.619,11489.683,511.917,5812
2019,SDXAY,19212.439,24147.814,11686.732,525.765,5812
2020,SDXAY,20744.44,23097.063,11929.279,563.051,5812
2021,SDXAY,22415.179,20570.362,10946.152,502.81,5812
2017,HMY,2969.868,1471.377,673.2089999999999,42.085,1040
2018,HMY,2882.299,1484.724,740.794,45.944,1040
2019,HMY,2600.699,1905.216,840.895,54.228,1040
2020,HMY,2576.072,1685.698,682.6950000000001,48.533,1040
2021,HMY,3419.329,2923.978,1084.59,65.089,1040
2017,MXCY,3951.631,3253.153,781.43,50.492,3530
2018,MXCY,3754.119,3632.76,781.965,45.796,3530
2019,MXCY,4361.924,741.763,187.405,13.466,3530
2017,SPPJY,5247,5296,929,60,2670
2018,SPPJY,5670,5806,1043,50,2670
2019,SPPJY,5623,5746,1015,59,2670
2020,SPPJY,5455,4609,959,58,2670
2021,SPPJY,6186,5265,1077,58,2670
2017,NTDOY,15383.691,9940.509,0,49.35,3944
2018,NTDOY,15254.436,10834.658,0,60.736,3944
2019,NTDOY,17974.379,12160.682,0,106.95,3944
2020,NTDOY,22123.613,15903.044,0,32.495,3944
2021,NTDOY,21924.359,13960.92,0,59.843,3944
2017,VLEEY,20941.122,22300.81,4709.017,122.624,3714
2018,VLEEY,21148.548,21895.022,4854.367,115.635,3714
2019,VLEEY,21223.841,21856.752,4920.772,97.63,3714
2020,VLEEY,22717.91,19811.724,4550.331,54.242,3714
2021,VLEEY,21421.53,19632.517,4297.954,100.085,3714
2017,LOGI,1743.157,2566.863,0,16.84,3577
2018,LOGI,2024.124,2788.322,0,18.308,3577
2019,LOGI,2363.474,2975.851,0,18.901,3577
2020,LOGI,4142.378,5252.279,0,22.91,3577
2021,LOGI,4035.405,5481.101,0,23.96,3577
2017,UUGRY,18240.009,2434.807,215.314,52.18,4941
2018,UUGRY,17174.472,2368.233,220.87,41.022,4941
2019,UUGRY,17484.905,2314.829,200.943,25.896,4941
2020,UUGRY,19533.128,2490.701,222.896,19.837,4941
2021,UUGRY,18977.437,2448.519,242.262,28.13,4941
2017,CGGYY,4264.2,1320,561.2,4.2,1382
2018,CGGYY,3896.7,1193.5,559,6.4,1382
2019,CGGYY,4012.6,1355.9,600,.1,1382
2020,CGGYY,3377.5,886,427,-2.1,1382
2021,CGGYY,2924.6,1062.2,382,-1.7,1382
2017,SSEZY,32563.681,43801.271,1181.494,0,4911
2018,SSEZY,33003.408,9547.941000000001,851.053,0,4911
2019,SSEZY,26184.467,8466.746999999999,852.452,0,4911
2020,SSEZY,29744.588,9404.049000000001,964.871,0,4911
2021,SSEZY,33863.36,11315.479,905.296,0,4911
2017,SAP,51089.893,28204.814,13997.215,1029.083,7372
2018,SAP,58951.922,28286.985,13275.088,1041.856,7372
2019,SAP,67572.23,30919.5,16686.856,414.085,7372
2020,SAP,70481.33,32952.842,16176.28,505.057,7372
2021,SAP,80942.334,31665.423,17687.69,464.029,7372
2017,INTHY,1565.099,295.688,52.764,3.563,4899
2017,NCLH,14094.869,5396.175,0,10.592,4400
2018,NCLH,15205.97,6055.126,0,12.753,4400
2019,NCLH,16684.599,6462.376,0,12.614,4400
2020,NCLH,18399.317,1279.908,0,6.767,4400
2021,NCLH,18729.837,647.986,0,12.712,4400
2017,PKX,74746.24099999999,56385.37,3145.773,220.591,3312
2018,PKX,70762.22,58525.803,3268.941,232.931,3312
2019,PKX,68748.613,56115.438,3138.663,248.826,3312
2020,PKX,71922.486,51869.424,3271.883,269.894,3312
2021,PKX,77488.61,63812.765,3377.61,250.262,3312
2017,SPKKY,2438.958,2586.863,402.71,0,4813
2018,SPKKY,2316.731,2431.924,347.611,0,4813
2019,SPKKY,2749.327,2361.938,318.908,0,4813
2020,SPKKY,2806.578,2316.541,329.92,0,4813
2021,SPKKY,2871.387,2499.984,342.779,0,4813
2017,HEINY,49331.075,26313.754,4267.811,110.602,2082
2018,HEINY,48035.323,25726.993,4292.221,155.706,2082
2019,HEINY,52185.983,26897.596,4354.069,121.196,2082
2020,HEINY,51388.016,23764.185,4422.562,153.084,2082
2021,HEINY,55558.361,24954.064,3963.58,192.208,2082
2017,VNLPY,122.371,27.017,18.648,.713,2834
2017,CX,28899.972,13143.461,0,90.685,3241
2018,CX,28122.465,14088.762,0,-76.333,3241
2019,CX,29363,13130,0,313,3241
2020,CX,27425,12970,0,265,3241
2021,CX,26650,14548,0,-176,3241
2017,WMMVY,15033.767,29189.39,0,0,5331
2018,WMMVY,15598.823,31393.703,0,0,5331
2019,WMMVY,18512.412,34294.498,0,0,5331
2020,WMMVY,18049.929,35000.949,0,0,5331
2021,WMMVY,19238.614,35904.78,0,0,5331
2017,FECCF,3228.949,1575.285,0,0,1311
2018,FECCF,3126.529,1801.848,0,0,1311
2019,FECCF,3233.198,1794.555,110.529,0,1311
2020,FECCF,2063.912,648.508,58.184,0,1311
2021,FECCF,2611.08,894.061,58.175,0,1311
2017,AETUF,6224,1405.7,94.7,0,1311
2018,AETUF,6016.2,1490.7,90.8,0,1311
2019,AETUF,5778.3,1046.4,106,0,1311
2020,AETUF,4954.2,1119,104.2,0,1311
2021,AETUF,11380.3,4084.8,178,0,1311
2017,ABCFF,7.017,0,.59,0,1000
2018,ABCFF,6.502,0,.474,0,1000
2019,ABCFF,6.351,0,.281,0,1000
2020,ABCFF,6.537,0,.345,0,1000
2021,ABCFF,5.768,0,.548,0,1000
2017,AMRZF,6.469,.288,0,0,1000
2018,AMRZF,7.878,.005,0,0,1000
2019,AMRZF,7.395,0,0,0,1000
2020,AMRZF,.976,0,0,0,1000
2021,AMRZF,29.203,0,0,0,1000
2017,AGMIF,74.14400000000001,0,1.164,0,1000
2017,TGRO,.015,.015,0,0,1311
2018,TGRO,.013,.015,0,0,1311
2017,LMDCF,1.534,2.777,0,0,2731
2018,LMDCF,1.302,1.94,0,0,2731
2019,LMDCF,1.952,1.956,0,0,2731
2020,LMDCF,2.396,2.102,0,0,2731
2021,LMDCF,3.097,2.64,0,0,2731
2017,BDRGF,.162,0,0,0,1000
2018,BDRGF,.175,0,0,0,1000
2019,BDRGF,.292,0,0,0,1000
2020,BDRGF,.411,0,0,0,1000
2021,BDRGF,.375,0,0,0,1000
2017,DTGI,.713,.193,0,.241,4899
2018,DTGI,4.559,2.001,0,.226,4899
2019,DTGI,4.239,6.04,0,.114,4899
2020,DTGI,4.35,6.279,0,.234,4899
2021,DTGI,16.52,12.416,0,.247,4899
2017,AMT,33214.3,6663.9,0,11,6798
2018,AMT,33010.4,7106.4,0,11.2,6798
2019,AMT,42801.6,7580.3,0,11.8,6798
2020,AMT,47233.5,8041.5,0,13.2,6798
2021,AMT,69887.89999999999,9356.9,0,14.9,6798
2017,CCZFF,34.544,29.122,0,0,7373
2018,CCZFF,16.749,26.869,0,0,7373
2017,ATLRF,204.732,116.529,70.498,.139,1090
2018,ATLRF,143.374,5.527,6.806,.019,1090
2017,PAYS,20.403,15.234,0,0,7374
2018,PAYS,36.178,23.424,0,0,7374
2019,PAYS,53.549,34.667,0,0,7374
2020,PAYS,67.834,30.413,0,.194,7374
2021,PAYS,84.051,29.465,0,.205,7374
2017,AHNMF,65.614,.844,0,0,1400
2018,AHNMF,65.717,.732,0,0,1400
2019,AHNMF,65.354,1.667,0,0,1400
2020,AHNMF,65.357,0,0,0,1400
2021,AHNMF,65.366,0,0,0,1400
2017,CYPYF,.003,.012,0,0,1311
